byte	frequency
0	1
1	1
2	1
3	1
4	0.9999999998574866
5	1
6	1
7	1
8	0.08904331135959648
9	0.19487728606372698
10	0.9999890148316595
11	1
12	0.7448291162667856
13	1
14	1
15	0.9999999998817194
16	1
17	1
18	0.9999929834811209
19	1
20	1
21	1
22	0.9999972042890438
23	0.9999824970576686
24	0.9999929869917411
25	0.9999972042890438
26	0.9999765678326097
27	0.9999765678326097
28	0.9999972042890438
29	0.9999765678326097
30	0.9999929834811209
31	0.06703970510012212
32	0.5110151084549422
33	0.14776173495202363
34	0.6000401302187397
35	0.9855087605852737
36	0.9433624249021226
37	0.24962180300930784
38	0.8969877550112715
39	0.8608121071154087
40	0.8571484953525502
41	0.9926211613401175
42	0.6997643773512492
43	0.6112040136174317
44	0.22663493535376922
45	0.23478854451972178
46	0.11020487671597967
47	0.2842593346904196
48	0.3042055311112312
49	0.4251379110709102
50	0.5461035000381803
51	0.5560283576756546
52	0.5742997900796543
53	0.6135655571116424
54	0.6187381147678263
55	0.6607488378587312
56	0.6236833743396998
57	0.21427135647677922
58	0.24353930888509495
59	0.170965328392672
60	0.26307964187184346
61	0.17117058646386546
62	0.5154902727971348
63	0.9512114196904045
64	0.3707629736764858
65	0.621962724751909
66	0.5602295534391343
67	0.5690699626437696
68	0.6934966189948237
69	0.5253985275838146
70	0.7673358650082304
71	0.7896230759513985
72	0.648721066863901
73	0.8223465611182604
74	0.9107334836433216
75	0.7092892646037244
76	0.6724692699191467
77	0.6976520027142192
78	0.7445478681224644
79	0.668776183320155
80	0.9487269897399895
81	0.6678103164588336
82	0.5518145498720993
83	0.5809283109368237
84	0.7602742034905305
85	0.875181429343794
86	0.7413511727719712
87	0.9615451675010279
88	0.909025195101336
89	0.970843331261563
90	0.29036103550334835
91	0.9986909140389384
92	0.29035913966125293
93	0.999292794748225
94	0.5322634997325173
95	0.9999026216229949
96	0.34569106073284733
97	0.48898422238252237
98	0.3472005354820942
99	0.3240317200657015
100	0.22305567634297369
101	0.4594532370961362
102	0.3903051356976646
103	0.497758104750014
104	0.38329560280238995
105	0.7359941825547708
106	0.6486973432816332
107	0.21996877678754917
108	0.3159104057020237
109	0.22399782704643814
110	0.2750964003723526
111	0.25456237293508355
112	0.4792845176411347
113	0.22989298198938693
114	0.18737526982149394
115	0.18244386225853168
116	0.28429607398026446
117	0.5188653058901774
118	0.4569360158275285
119	0.3615154525628779
120	0.32521401218979895
121	0.8216538325186458
122	0.9959682137752435
123	0.9914696375556206
124	0.9954066243913221
125	0.9742944399296707
126	1
127	0.8121732779075093
128	0.9927389390541302
129	0.9936889224123872
130	0.9945176750398519
131	0.9936387335941271
132	0.9983614234940996
133	0.9976756641557645
134	0.9936844556841725
135	0.9929502670691741
136	0.9947090590627161
137	0.9966040602435225
138	0.9965807593972875
139	0.995865819316813
140	0.9988951647861726
141	0.9994470024287114
142	0.9988665282115596
143	0.9990950954861038
144	0.9985513870515833
145	0.9983583884864695
146	0.9825426570080206
147	0.9817098329488899
148	0.9965272494889563
149	0.9966777090593592
150	0.994937062250705
151	0.9969774735608501
152	0.9041484903408099
153	0.9960490248236907
154	0.9965374547724092
155	0.9651191103339629
156	0.9664474298114537
157	0.9978106605241306
158	0.9972597275298754
159	0.8833894775586058
160	0.9903507115295301
161	0.9915385931379093
162	0.9943611311850533
163	0.9963810202887746
164	0.994168401086553
165	0.9963432428391955
166	0.9936396958421639
167	0.99476335028908
168	0.988367938377494
169	0.9941448825972046
170	0.9947084019658862
171	0.9983786474813844
172	0.9918277161716578
173	0.9971006472998949
174	0.9977578375333971
175	0.9951547192751438
176	0.9931562655574999
177	0.9943215097886283
178	0.9947664687661503
179	0.9952972516850892
180	0.9943563469327859
181	0.9969417771848582
182	0.9969513082320534
183	0.989185067676919
184	0.9933341925879646
185	0.9962353388697112
186	0.9965641731717255
187	0.9963547380512868
188	0.9985681176466241
189	0.9990381605630397
190	0.9983255672079012
191	1
192	0.9994703389831264
193	0.8826431306651111
194	0.973948892263912
195	0.9979588461398864
196	0.9988540198203298
197	0.9993836035332402
198	0.9999120911693911
199	0.9999999997291479
200	0.9993837154462046
201	0.9997279382682348
202	0.9994703661793588
203	0.9996315889062475
204	0.999471749892851
205	0.9987952178990473
206	0.9994142407311082
207	0.9985906668451197
208	0.9988446806526095
209	0.9994703388996838
210	0.9994009765874543
211	0.9993888444889004
212	0.9996204318799025
213	0.9999991342888317
214	0.999549723213514
215	0.9993719311427536
216	0.9993991421302559
217	0.9996109748817362
218	0.9999999735888337
219	0.9999909539433561
220	0.9996754812173074
221	0.99993081518531
222	0.9999619611238029
223	0.9912428956261471
224	0.9992610994428589
225	0.8188865995374659
226	0.9968179683728541
227	0.9983082982398447
228	0.9977620176416122
229	0.9983173775567443
230	0.9978944443080794
231	0.9976495765776329
232	0.9978376172095693
233	0.9999893574639964
234	0.9999779437341967
235	0.9999468058351041
236	0.9998763264594586
237	0.9999637788469523
238	0.9976991922234771
239	0.9998446295174355
240	0.9999134348027516
241	0.999895731244696
242	0.9998426089453436
243	0.9999999981605461
244	0.9999999920410706
245	0.9998724135193205
246	1
247	1
248	1
249	0.9999999713963917
250	1
251	0.9997198093034609
252	1
253	1
254	1
255	1
