byte	frequency
0	0.513234913206
1	0.509825546544
2	0.494104605463
3	0.515619825752
4	0.480718317412
5	0.498067170574
6	0.491107143156
7	0.542141353566
8	0.485264911044
9	0.512970246264
10	0.487314522822
11	0.501207075287
12	0.503562523103
13	0.48896610598
14	0.491623738011
15	0.529720451972
16	0.487887982859
17	0.489121709331
18	0.477409227061
19	0.496128733535
20	0.47613878399
21	0.489102708101
22	0.487208442531
23	0.513385867125
24	0.483916767611
25	0.497533786244
26	0.487306458514
27	0.500215919665
28	0.483095586473
29	0.488532824297
30	0.49481223511
31	0.597111401393
32	0.492591362248
33	0.541073366766
34	0.47882348478
35	0.503177716492
36	0.47714401977
37	0.486675537612
38	0.481429668311
39	0.498413088319
40	0.481764150144
41	0.484858972371
42	0.478342611768
43	0.509553184224
44	0.496727608948
45	0.52013759236
46	0.533886575501
47	0.551909481531
48	0.540860819647
49	0.519237053762
50	0.509964679878
51	0.519248186593
52	0.49671426736
53	0.511937883777
54	0.506609336275
55	0.518321127509
56	0.512970575901
57	0.552850981854
58	0.490307116836
59	0.526346894691
60	0.51300924135
61	0.51587478913
62	0.512051570822
63	0.498592167483
64	0.522320568872
65	0.530769524832
66	0.499985788038
67	0.563999276497
68	0.531486919649
69	0.504247120255
70	0.500264759938
71	0.514021711202
72	0.545140031398
73	0.493809606086
74	0.482984480183
75	0.494243796956
76	0.511237185143
77	0.516144387
78	0.488366577585
79	0.498234231885
80	0.486246663113
81	0.528694358566
82	0.488309730926
83	0.517735347299
84	0.490218898951
85	0.487216962485
86	0.487186736628
87	0.522153184117
88	0.495124757642
89	0.494110202024
90	0.482752108071
91	0.492619207297
92	0.491035556794
93	0.495211385427
94	0.491048583178
95	0.509868761732
96	0.54670042416
97	0.509600857276
98	0.532155317148
99	0.536590417276
100	0.568440096026
101	0.525437887775
102	0.515369756531
103	0.503393408529
104	0.527693317729
105	0.483110701727
106	0.506052210625
107	0.506580231109
108	0.550459909135
109	0.526761575443
110	0.554626480546
111	0.542987894881
112	0.498245118662
113	0.528885495743
114	0.541391960724
115	0.569279688657
116	0.499979539186
117	0.495116269931
118	0.517886261999
119	0.55501578553
120	0.508471055775
121	0.496434710848
122	0.503007758733
123	0.498471092029
124	0.500743455646
125	0.504868267158
126	0.506087088443
127	0.506192216582
128	0.492615667346
129	0.497467057685
130	0.488847441278
131	0.494462489943
132	0.489112295517
133	0.486555263805
134	0.489614667799
135	0.489585936116
136	0.501052585356
137	0.484652986442
138	0.493788157821
139	0.489294835683
140	0.491070315914
141	0.495778755446
142	0.498746344011
143	0.476400844559
144	0.487367395146
145	0.486390571771
146	0.495670229957
147	0.484309398547
148	0.487277805562
149	0.491698263877
150	0.493204760569
151	0.479514195511
152	0.495509902254
153	0.490726976839
154	0.497955635397
155	0.495079069684
156	0.501921656567
157	0.501013406744
158	0.502638487301
159	0.471794911001
160	0.482105431293
161	0.481404570488
162	0.489351293381
163	0.471457257459
164	0.498039394109
165	0.487847435549
166	0.495156088822
167	0.465718781512
168	0.487503360937
169	0.489775579858
170	0.494884934286
171	0.485936859064
172	0.50205529287
173	0.510876212618
174	0.499697844037
175	0.484442617665
176	0.497107656173
177	0.484876258071
178	0.499439907302
179	0.47849805189
180	0.502603479543
181	0.499056631873
182	0.496440268177
183	0.47752573444
184	0.50096298759
185	0.48960016118
186	0.507956514824
187	0.494109227311
188	0.508841848827
189	0.499212398575
190	0.508416254336
191	0.4950741312
192	0.495198560519
193	0.481955024881
194	0.50367459924
195	0.478291923081
196	0.491314721143
197	0.501009644134
198	0.514312486373
199	0.472287115197
200	0.495969210182
201	0.47731774983
202	0.506807173866
203	0.486466497155
204	0.498064443921
205	0.506768565719
206	0.520607842498
207	0.4727523116
208	0.491483266565
209	0.481400276318
210	0.504596006732
211	0.467762143893
212	0.49256064062
213	0.497175916489
214	0.511604539842
215	0.481576406952
216	0.496534601997
217	0.498237219374
218	0.514355854436
219	0.485644746497
220	0.504979337799
221	0.505069504061
222	0.516913467842
223	0.491244647373
224	0.49499542807
225	0.481676014117
226	0.513021821352
227	0.479920840151
228	0.497616852573
229	0.488304458994
230	0.526839455001
231	0.478579644663
232	0.499358957742
233	0.479450553638
234	0.513634433171
235	0.486511401403
236	0.509265948915
237	0.5004208959
238	0.525563052954
239	0.489477073948
240	0.499853375531
241	0.488866664268
242	0.516484012466
243	0.486707338991
244	0.50306233971
245	0.494834457931
246	0.526139013544
247	0.498250142996
248	0.503022982072
249	0.495893081783
250	0.515138773168
251	0.503323136339
252	0.512074261359
253	0.51082929205
254	0.533193515843
255	0.888679354171
