byte	frequency
0	0.351938532528
1	0.34002842585
2	0.340754086025
3	0.337429454934
4	0.336344471229
5	0.337392428973
6	0.338948943328
7	0.335295041974
8	0.331030922263
9	0.441765614977
10	0.328091094886
11	0.34133230816
12	0.436470678822
13	0.336162612899
14	0.335730611469
15	0.333764768691
16	0.334267865992
17	0.331292209349
18	0.324830345073
19	0.354112366278
20	0.335727317144
21	0.332464298495
22	0.327139996038
23	0.338836051723
24	0.329756174635
25	0.334535327561
26	0.327595140067
27	0.341097414372
28	0.334458902029
29	0.336846325932
30	0.340352187846
31	0.871726469696
32	0.330614536517
33	0.342895374195
34	0.346133235239
35	0.37321378907
36	0.346632139685
37	0.336395075518
38	0.344912764216
39	0.361400403484
40	0.353396699251
41	0.338533287704
42	0.34420572947
43	0.339174445027
44	0.360189914623
45	0.380249957314
46	0.546210192242
47	0.665464305804
48	0.467371294311
49	0.460639273342
50	0.427589826864
51	0.426487899956
52	0.439455629692
53	0.429220638857
54	0.417076280562
55	0.419110751678
56	0.406425578258
57	0.367945981535
58	0.345875589081
59	0.4279722143
60	0.349880216166
61	0.427633359519
62	0.347378834664
63	0.33644273096
64	0.36624373331
65	0.357825635058
66	0.369692932766
67	0.376716970898
68	0.369694594836
69	0.401040938651
70	0.35708226483
71	0.355799806273
72	0.401039336182
73	0.351720910314
74	0.349036760958
75	0.358190607315
76	0.356517840145
77	0.352389878761
78	0.356211830228
79	0.362965771024
80	0.354121835989
81	0.408612035281
82	0.374420032269
83	0.377023447908
84	0.351474349659
85	0.349297548854
86	0.357638767529
87	0.348183038908
88	0.344546855634
89	0.350234484321
90	0.360838898351
91	0.339501622195
92	0.360974342059
93	0.336672862893
94	0.3404405834
95	0.340605258174
96	0.451962170842
97	0.412573886326
98	0.413978764425
99	0.43426521363
100	0.576709334288
101	0.366348420431
102	0.38045810103
103	0.378394358154
104	0.426582528521
105	0.400682797885
106	0.354447119287
107	0.399365960106
108	0.407711304646
109	0.470114765573
110	0.486111797796
111	0.393433711934
112	0.350736909303
113	0.447710389141
114	0.424994640689
115	0.510910654435
116	0.373322292106
117	0.35049249245
118	0.34509009016
119	0.371887140476
120	0.366796522853
121	0.341124154578
122	0.336813362664
123	0.331816558986
124	0.340593886622
125	0.337344496111
126	0.342459177113
127	0.335156052205
128	0.330024283508
129	0.33237773685
130	0.333113801703
131	0.327369594169
132	0.328612853554
133	0.332359228576
134	0.334609083417
135	0.3277935748
136	0.330652534264
137	0.354499133359
138	0.330585937553
139	0.3345130021
140	0.33355486897
141	0.340914351282
142	0.341868064311
143	0.329536043676
144	0.33552770068
145	0.372168826799
146	0.335147355547
147	0.340562395764
148	0.335213938415
149	0.340106604628
150	0.33433927267
151	0.327008949576
152	0.329425585644
153	0.335079757233
154	0.331220553262
155	0.334342681449
156	0.335108779379
157	0.336991216522
158	0.3379394419
159	0.332078547454
160	0.33021157857
161	0.346349874433
162	0.335269953916
163	0.34190793303
164	0.34575695358
165	0.33667728303
166	0.342829018951
167	0.329431390973
168	0.336724984576
169	0.33450194296
170	0.33905423231
171	0.332967536213
172	0.341351332791
173	0.339332127177
174	0.341432906625
175	0.328685923691
176	0.338189467592
177	0.333534031059
178	0.334252625823
179	0.342172055622
180	0.343099557211
181	0.33878713326
182	0.337816550386
183	0.334613922949
184	0.333849373926
185	0.336571579214
186	0.338713360939
187	0.328583301406
188	0.336484465055
189	0.334244851709
190	0.339749228057
191	0.33087007063
192	0.334299151592
193	0.32872737394
194	0.337618584638
195	0.330900131778
196	0.336960467418
197	0.336035824525
198	0.347473292263
199	0.330970843885
200	0.332568434281
201	0.330783503111
202	0.334514936352
203	0.32712014572
204	0.332093558238
205	0.332168054892
206	0.33868684231
207	0.329794239864
208	0.332814309069
209	0.340874647099
210	0.344829953215
211	0.336960479337
212	0.337386269121
213	0.338999671661
214	0.343021696731
215	0.334519881719
216	0.334585871531
217	0.342145503647
218	0.34199205363
219	0.332862762648
220	0.337106657202
221	0.333494965207
222	0.338471624133
223	0.331897248212
224	0.335624988653
225	0.337174123457
226	0.342648369801
227	0.333335988812
228	0.332298032377
229	0.332076490739
230	0.340541003124
231	0.327502185288
232	0.340169477707
233	0.339525055615
234	0.338423063131
235	0.335233639594
236	0.341394432792
237	0.33651750768
238	0.339455585336
239	0.33490178669
240	0.337186874283
241	0.333444598321
242	0.333659875466
243	0.335082149577
244	0.340222091145
245	0.339278448996
246	0.342460283862
247	0.337831711215
248	0.331574867523
249	0.339424028412
250	0.341605835232
251	0.338068895928
252	0.341514112033
253	0.341750200961
254	0.369701677578
255	0.46591584421
